年級,向度,編號,班別,科目名稱,任課教授,"上課時數
2,,9022211,1,"體育：撞球（一）
Physical Education: Snooker（Ⅰ）",廖俊儒 ,"2
2/0/0",0,必修,"二8,9",中正撞球部,45,link,支援財金系企管系二年級A班B班.限本系生修.本課程需收球檯費用1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022215,1,"體育：壘球（一）
Physical Education: Softball（Ⅰ）",邱耀志 ,"2
2/0/0",0,必修,"五10,11",壘球場1,45,link,支援外文系物理系生醫系政治系機械系通訊系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022217,1,"體育：足球（一）
Physical Education: Soccer（Ⅰ）",王文郁 ,"2
2/0/0",0,必修,"五10,11",足球場,45,link,支援外文系物理系生醫系政治系機械系通訊系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022221,1,"體育：高爾夫（一）
Physical Education:Golf（Ⅰ）",王順正 ,"2
2/0/0",0,必修,"二8,9",高爾夫球場1,45,link,支援財金系企管系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022221,2,"體育：高爾夫（一）
Physical Education:Golf（Ⅰ）",王順正 ,"2
2/0/0",0,必修,"五4,5",高爾夫球場1,45,link,支援數學系化暨生化系電機系經濟學系法學組法制組紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022221,3,"體育：高爾夫（一）
Physical Education:Golf（Ⅰ）",王順正 ,"2
2/0/0",0,必修,"四4,5",高爾夫球場1,45,link,支援中文系歷史系哲學系會資系財法系成教系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022225,1,"體育：游泳（一）
Physical Education：Swimming（Ⅰ）",陳奇鈺 ,"2
2/0/0",0,必修,"五10,11",游泳池1,40,link,支援外文系物理系生醫系政治系機械系通訊系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022227,1,"體育：射箭（一）
Physical Education: Archery（Ⅰ）",曾沈連魁 ,"2
2/0/0",0,必修,"四8,9",體育館10,40,link,支援地環系社福系心理系勞工系傳播系化工系紫荊不分系學士學位學程二年級.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。5.第一堂課請於體育館第一會議室前集合。後續上課地點為體育館二樓圓環空地(靠近健身房外側區域)
2,,9022227,2,"體育：射箭（一）
Physical Education: Archery（Ⅰ）",廖健男 ,"2
2/0/0",0,必修,"五4,5",射箭場,40,link,支援數學系化暨生化系電機系經濟學系法學組法制組紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022231,1,"體育：劍道（一）
Physical Education: Kendo（Ⅰ）",廖俊儒 ,"2
2/0/0",0,必修,"二10,11",體育館9,20,link,上課地點在羽球館木板場1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022233,1,"體育：瑜珈（一）
Physical Education：Yoga（Ⅰ）",劉淑燕 ,"2
2/0/0",0,必修,"二2,3",技擊室1,45,link,1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022233,2,"體育：瑜珈（一）
Physical Education：Yoga（Ⅰ）",劉淑燕 ,"2
2/0/0",0,必修,"二4,5",技擊室1,45,link,支援資工系資管系犯防系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022233,3,"體育：瑜珈（一）
Physical Education：Yoga（Ⅰ）",莊麗燕 ,"2
2/0/0",0,必修,"五4,5",技擊室1,45,link,支援數學系化暨生化系電機系經濟學系法學組法制組紫荊不分系學士學位學程二年級.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022233,4,"體育：瑜珈（一）
Physical Education：Yoga（Ⅰ）",陳永洲 ,"2
2/0/0",0,必修,"二10,11",韻律教室1,45,link,1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022235,1,"體育：活力有氧(一)
Physical Education: Aerobic Dance（Ⅰ）",王秀華 ,"2
2/0/0",0,必修,"二4,5",韻律教室1,45,link,支援資工系資管系犯防系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022235,2,"體育：活力有氧(一)
Physical Education: Aerobic Dance（Ⅰ）",王秀華 ,"2
2/0/0",0,必修,"三2,3",韻律教室1,45,link,1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022235,3,"體育：活力有氧(一)
Physical Education: Aerobic Dance（Ⅰ）",王秀華 ,"2
2/0/0",0,必修,"五4,5",韻律教室1,45,link,支援數學系化暨生化系電機系經濟學系法學組法制組紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022239,1,"體育：身材雕塑（一）
Physical Education: Body Sculpture (I)",李淑芳 ,"2
2/0/0",0,必修,"四8,9",韻律教室1,45,link,支援地環系社福系心理系勞工系傳播系化工系紫荊不分系學士學位學程二年級.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022239,2,"體育：身材雕塑（一）
Physical Education: Body Sculpture (I)",莊麗燕 ,"2
2/0/0",0,必修,"二2,3",韻律教室1,45,link,1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022241,1,"體育：跆拳道（一）
Physical Education: Tae Kwon Do (I)",吳燕妮 ,"2
2/0/0",0,必修,"二8,9",技擊室1,45,link,支援財金系企管系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022243,1,"體育：輕艇(一)
Physcial Education: Canoe (I)",邱耀志 ,"2
2/0/0",0,必修,"五4,5",游泳池1,30,link,支援數學系化暨生化系電機系經濟學系法學組法制組紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
3,,9023003,1,"體育：進階網球（一）
Physical Education：Tennis－Advance (I)",李元宏 ,"2
2/0/0",1,選修,"四10,11",網球場1,40,link,本課程為進階課程，修課學生需具備基本網球能力再選課，此選修1學分之課程，不得取代大一、大二必修0學分之課程，請務必確認所需學分再行選課。
3,,9023075,1,"體育：壁球(一)
Physical Education: Squash (I)",程嘉彥 ,"2
2/0/0",1,選修,"四4,5",壁球教室,24,link,本課程為選修1學分之課程，不得取代大一、大二必修0學分之課程，請務必確認所需學分再行選課。
3,,9023087,1,"體育：進階高爾夫球（一）
Physical Education: Golf－Advance (I)",王順正 ,"2
2/0/0",1,選修,"四8,9",高爾夫球場1,40,link,本課程為選修1學分之課程，不得取代大一、大二必修0學分之課程，請務必確認所需學分再行選課。
