領域,向度,編號,班別,科目名稱,任課教授,上課時數正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,課程大綱,備註
4,經濟與國際脈動,7403003,01,當前國內外情勢分析Analysis of Domestic and International Situation,蔡榮祥,"2
            2/0/0",2,通識,"一4,5",共同教室大樓213,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7403006,01,文化與國際政治Cultural Forces in World Politics,邱昭憲,"2
            2/0/0",2,通識,"四8,9",共同教室大樓419,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7403007,01,國際關係與亞太安全概論An Introduction to International Relations and Asia-Pacific Security Situation,林泰和,"2
            2/0/0",2,通識,"三8,9",共同教室大樓315,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404017,01,勞工法與企業經營Labor Law and Business Management,楊通軒,"2
            2/0/0",2,通識,"三10,11",社科院326,60,link,保留新生18人; 擋修勞工系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404018,01,憲法－基本人權Constitution Law-Basic Human Rights,李仁淼,"2
            2/0/0",2,通識,"三8,9",法學院101階梯教室,90,link,保留新生25人; 擋修法律系法學組法制組財法系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7404025,01,全球化的犯罪抗制Combating Global Crime,馬躍中,"2
            2/0/0",2,通識,"三4,5",教育二館336,58,link,保留新生16人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404038,01,戰後我國憲法與憲政發展Post-war Taiwan Constitution and Constitutional Development,謝三榮,"2
            2/0/0",2,通識,"一8,9",共同教室大樓422,60,link,保留新生25人; 擋修政治系法律系法學組法制組財法系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404038,02,戰後我國憲法與憲政發展Post-war Taiwan Constitution and Constitutional Development,謝三榮,"2
            2/0/0",2,通識,"一10,11",共同教室大樓422,90,link,保留新生25人; 擋修政治系法律系法學組法制組財法系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405006,01,生活經濟學Everyday Economics,蔡仰虔,"3
            3/0/0",3,通識,"二7,8,9",共同教室大樓420,62,link,保留新生18人; 擋修社福系經濟學系財金系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405010,01,認識台灣經濟Understanding the Taiwanese Economy,蔡仰虔,"2
            2/0/0",2,通識,"二10,11",共同教室大樓420,62,link,"保留新生18人; 擋修經濟學系財金系會資系. ,列入本土語言與文化實踐學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
4,經濟與國際脈動,7405013,01,認識中國經濟Understanding the China Economy,翁世芳,"2
            2/0/0",2,通識,"二8,9",共同教室大樓401,60,link,保留新生20人; 擋修經濟學系財金系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405014,01,經濟與國家發展Economics and Country Development,翁世芳,"2
            2/0/0",2,通識,"二4,5",共同教室大樓401,60,link,保留新生20人; 擋修經濟學系財金所會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405014,02,經濟與國家發展Economics and Country Development (全英語授課/English-taught),翁世芳,"2
            2/0/0",2,通識,"三8,9",共同教室大樓401,60,link,保留新生20人; 擋修經濟學系財金系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405019,01,金融科技導論Introduction to Financial Technology,洪育忠,"2
            2/0/0",2,通識,"二10,11",創新大樓163,60,link,保留新生18人; 擋修財金系企管系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406018,01,理財與生活Financial Management in Life,洪育忠,"2
            2/0/0",2,通識,"一4,5",創新大樓163,60,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406018,02,理財與生活Financial Management in Life,洪育忠,"2
            2/0/0",2,通識,"一10,11",創新大樓163,60,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406032,01,財務管理概論Introduction to Financial management,沈伯凡,"2
            2/0/0",2,通識,"三9,10",共同教室大樓204,62,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406032,02,財務管理概論Introduction to Financial management,張宏州,"2
            2/0/0",2,通識,"三4,5",共同教室大樓420,62,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406032,03,財務管理概論Introduction to Financial management,黃柏雄,"2
            2/0/0",2,通識,"一8,9",共同教室大樓204,62,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406035,01,國際人力資源管理International Human Resource Management,王秋玲,"2
            2/0/0",2,通識,"二4,5",共同教室大樓322,62,link,保留新生18人; 擋修企管系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406036,01,投資規劃與生活Investment Planning and Life,莊益源,"2
            2/0/0",2,通識,"一7,8",管理學院201,60,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7406039,01,解碼職場習慣領域Decoding Habitual Domains in the Workplace (全英語授課/English-taught),朱柔若,"2
            2/0/0",2,通識,"二10,11",社科院328,20,link,保留新生7人; 擋修勞工系.全英授課；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7407012,01,生命教育Life Education,張菀珍,"2
            2/0/0",2,通識,"二10,11",教育二館135,60,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7407013,01,職涯規劃Career Plan,王秋玲,"2
            2/0/0",2,通識,"三4,5",共同教室大樓322,62,link,保留新生18人; 擋修紫荊不分系學士學位學程.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7407014,01,人際關係與人際溝通Human Relations & Interpersonal Communication,王秋玲,"2
            2/0/0",2,通識,"三10,11",共同教室大樓321,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7407026,01,服務學習：高齡健康促進Service Leaning: Health Promotion for the Elderly,何璧如,"2
            2/0/0",2,通識,"二4,5",共同教室大樓205,50,link,"保留新生15人. ,列入長者人權門診跨域學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。"
4,公民與社會參與,7407026,02,服務學習：高齡健康促進Service Leaning: Health Promotion for the Elderly,何璧如,"2
            2/0/0",2,通識,"二7,8",共同教室大樓205,50,link,"保留新生15人. ,列入長者人權門診跨域學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。"
4,公民與社會參與,7407027,01,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,林妙香,"2
            2/0/0",2,通識,"四2,3",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,02,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,林妙香,"2
            2/0/0",2,通識,"四4,5",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,03,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,林妙香,"2
            2/0/0",2,通識,"五2,3",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,04,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,謝寧惠,"2
            2/0/0",2,通識,"四4,5",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,05,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,何璧如,"2
            2/0/0",2,通識,"三4,5",共同教室大樓205,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,06,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,何璧如,"2
            2/0/0",2,通識,"三7,8",共同教室大樓205,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407028,01,服務學習：友善校園宣導計畫Service Learning: The Propaganda of Friendly Campus,林妙香,"2
            2/0/0",2,通識,"五4,5",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407030,01,服務學習：校內行政單位Service Learning: On-Campus Administrative Units,李洸楚,"2
            2/0/0",2,通識,"五8,9",共同教室大樓207,50,link,保留新生15人; 擋修經濟學系財金系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程。修課學生服務單位為本校衛保組及雲嘉青年志工中心，無交通工具者可選修此課程。
4,公民與社會參與,7407031,01,服務學習：校內學生社團Service Learning: On-Campus Student Clubs,李洸楚,"2
            2/0/0",2,通識,"一4,5",共同教室大樓207,50,link,保留新生15人; 擋修經濟學系財金系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，提供對於社團經營及社團服務學習活動有興趣的學生之修課管道。選修這門課的同學需要分組自行規畫服務方案並執行。
4,自然科學與技術,7407033,01,服務學習：當代健康議題Current Health Issues and Service Learning,謝寧惠,"2
            2/0/0",2,通識,"四2,3",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。請修課學生確認9/21可出席服務，若無法出席，請勿選課。
4,公民與社會參與,7407034,01,服務學習：導覽故宮南院Service Learning: Docenting at Southern Branch of the National Palace Museum,蔡翔任,"2
            2/0/0",2,通識,"三4,5",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407034,02,服務學習：導覽故宮南院Service Learning: Docenting at Southern Branch of the National Palace Museum,廖浿晴,"2
            2/0/0",2,通識,"五4,5",共同教室大樓208,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407035,01,服務學習：校外合作單位Service-Learning: Community Engagement,李洸楚,"2
            2/0/0",2,通識,"五4,5",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,人文思維與生命探索,7407036,01,道德與溝通教育的實踐與推廣Practice and Promotion of Morality and Communication Education,林明傑,"2
            2/0/0",2,通識,"四2,3",共同教室大樓202,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程之「認證型課程」，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
2,自然科學與技術,7500004,01,電影中的科學Science in films,黃俊儒,"2
            2/0/0",2,通識,"二8,9",共同教室大樓214,62,link,.限大二以上學生選修；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,能源、環境與生態,7500010,01,永續綠生活Sustainable Green Life,黃佳盛,"2
            2/0/0",2,通識,"二10,11",共同教室大樓206,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500010,02,永續綠生活Sustainable Green Life,黃佳盛,"2
            2/0/0",2,通識,"二4,5",共同教室大樓206,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500014,01,永續都市規劃概論Introducation to Sustainable Urban Planning,蔡中暉,"2
            2/0/0",2,通識,"二7,8",共同教室大樓201,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500015,01,環境倫理－從綠色產業談起Environmental Ethics from the Viewpoint of Green Industry,李振卿,"2
            2/0/0",2,通識,"三7,8",共同教室大樓325,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500016,01,永續發展Sustainable Development,李振卿,"2
            2/0/0",2,通識,"三4,5",共同教室大樓325,60,link,"保留新生18人. ,列入電子商務學程科目 ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500017,01,氣候變遷調適與防災Climate Change Adaptation and Disasters Protection,李振卿,"2
            2/0/0",2,通識,"四7,8",共同教室大樓420,62,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500018,01,土壤與環境生態Soils and Environmental Ecology,黃文樹,"2
            2/0/0",2,通識,"四11,12",共同教室大樓208,40,link,"保留新生11人. ,列入循環科技與永續發展學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,自然科學與技術,7500021,01,科學飲茶實務Practice on scientific tea drinking,許偉庭,"2
            2/0/0",2,通識,"二8,9",共同教室大樓207,40,link,保留新生11人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7500021,02,科學飲茶實務Practice on scientific tea drinking,許偉庭,"2
            2/0/0",2,通識,"二10,11",共同教室大樓207,40,link,保留新生11人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,能源、環境與生態,7500028,01,永續綠能新契機Hope for Sustainable Green Energy,李振卿,"2
            2/0/0",2,通識,"四4,5",共同教室大樓420,62,link,"保留新生18人; 擋修電機系. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500032,01,環境生態學Environmental Ecology,陳榮盛,"2
            2/0/0",2,通識,"二10,11",共同教室大樓203,60,link,保留新生18人; 擋修地環系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,能源、環境與生態,7500035,01,淨零排放對企業的衝擊與因應Mitigating the impact of Net-Zero Emission Policy on Enterprise,陳永松,"2
            2/0/0",2,通識,"三8,9",共同教室大樓422,90,link,"保留新生25人. ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,自然科學與技術,7501019,01,近代物理史-從地心說到宇宙論History of Modern Physics: From Geocentric Model to Cosmology,李進榮,"2
            2/0/0",2,通識,"二10,11",物理館206,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7502002,01,今日化工Today Chemical enginnering,傅友君,"2
            2/0/0",2,通識,"一8,9",共同教室大樓213,62,link,保留新生18人; 擋修物理系化工系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7503012,01,急救醫學Emergency Medicine,楊仁宗,"2
            2/0/0",2,通識,"一10,11",共同教室大樓401,70,link,保留新生20人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,資訊能力課程,7504019,01,電腦遊戲設計導論Introduction to Computer Game Programming,張漢呈,"2
            2/0/0",2,通識,"三9,10",電算中心215教室,70,link,"保留新生20人; 擋修資管系. ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7505009,01,臺灣的植物Plants in Taiwan,黃佳盛,"2
            2/0/0",2,通識,"二8,9",共同教室大樓206,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表，本課程為社會服務學習課程之「認證型課程」。
2,能源、環境與生態,7506002,01,地震與防災Earthquakes、Disasters and Protection,温怡瑛,"2
            2/0/0",2,通識,"一4,5",地震館301,38,link,保留新生11人; 擋修地環系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,能源、環境與生態,7506007,01,地球與環境科學Earth and Environmental Sciences,張永孚,"2
            2/0/0",2,通識,"五2,3",地震館302,85,link,"保留新生20人; 擋修地環系. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7506009,01,野外地質探索Introduction to Field Geology,謝孟龍,"2
            2/0/0",2,通識,"五10,11",地震館102,35,link,保留新生16人; 擋修地環系.擋修地環系.1.本課程為野外課，沒有加野外課的同學以不級格論。 2.野外行徑部分非觀光路線，歡迎愛好自然、對探險有興趣的同學參加。 3.有懼高症、心臟病的同學不宜參加。 4.野外食宿、交通、保險費等費用共約四千元（多退少補）。 5.因課程須至校外，為方便控管，故限制修課人數。
2,自然科學與技術,7506011,01,漫遊宇宙101個天體Introduction to 101 Astronomical Objects,李昫岱,"2
            2/0/0",2,通識,"二4,5",共同教室大樓208,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7506012,01,星空探索Exploring the Sky,李昫岱,"2
            2/0/0",2,通識,"二2,3",共同教室大樓208,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7506012,02,星空探索Exploring the Sky,李昫岱,"2
            2/0/0",2,通識,"二7,8",共同教室大樓208,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,能源、環境與生態,7506013,01,台灣地質探索-恆春半島地質調查Introduction of Geological Survey in Taiwan - Case of Hengchun Peninsula,陳嘉俞,"2
            2/0/0",2,通識,"二10,11",地震館302,36,link,保留新生20人; 擋修地環系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。1. 本課程有三天(五六日)為野外課程時間。 2. 本課程不提供公假，僅提供野外實習證明（上課證明），若野外時間與其他課程衝突，請先經過該課程老師同意後再進行簽選。 3. 請確認自己身體健康、四肢活動正常，未患心臟病、癌症、氣喘，且未有懷孕與其他不應參加劇烈野外活動的情形。若有上述情形，則不建議參加本課程。 4. 野外課程中須步入河谷、礫石灘及攀爬珊瑚礁，選課前請衡量自身身體狀況。 5. 野外定金用於繳納遊覽車、旅館及餐廳預訂，請務必確認行事曆公告之各時間是否可以出席，野外定金一旦繳交即不退費！ 6. 因課程須至校外，為方便控管，故限制修課人數。
2,自然科學與技術,7506014,01,天文概論與觀測Introduction of Astronomy and Observation,謝立宜,"2
            2/0/0",2,通識,"二13,14",共同教室大樓506,30,link,保留新生9人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7506014,02,天文概論與觀測Introduction of Astronomy and Observation,謝立宜,"2
            2/0/0",2,通識,"三13,14",共同教室大樓506,30,link,保留新生9人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7507003,01,建築與防震Aseismic Concepts for Building Structures,蔡中暉,"2
            2/0/0",2,通識,"三7,8",共同教室大樓201,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7507004,01,今日汽車Modern Vehicle,劉政益,"2
            2/0/0",2,通識,"四4,5",工學院B館116,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,資訊能力課程,7507009,01,資訊安全導論Introduction to Information Security,王俊堯 黃柏森,"2
            2/0/0",2,通識,"四11,12",電算中心215教室,60,link,"保留新生20人; 擋修資工系電機系化工系通訊系會資系資管系. ,列入資通安全學程(1091起停辦)科目 ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507013,01,資訊科技應用Applications of Information Technology,余泳儒,"2
            2/0/0",2,通識,"二11,12",電算中心216教室,40,link,"保留新生11人; 擋修資工系電機系通訊系資管系. ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507013,02,資訊科技應用Applications of Information Technology,余泳儒,"2
            2/0/0",2,通識,"三11,12",電算中心216教室,40,link,"保留新生11人; 擋修資工系電機系通訊系資管系. ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7507014,01,綠色建築概論An Introduction to Green Architecture,蔡中暉,"2
            2/0/0",2,通識,"二4,5",共同教室大樓201,60,link,"保留新生15人. ,列入循環科技與永續發展學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507018,01,巨量資料分析與應用 Big Data Analytics and Applications,張漢呈,"2
            2/0/0",2,通識,"三11,12",電算中心215教室,70,link,"保留新生20人; 擋修資工系資管系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507019,01,資訊創意Information Innovation,范崇碩,"2
            2/0/0",2,通識,"一8,9",電算中心215教室,40,link,"保留新生11人; 擋修資工系電機系通訊系資管系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目擋修資工系電機系通訊系資管系；本課程為社會服務學習課程之「認證型課程」，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507019,02,資訊創意Information Innovation,李俊宏,"2
            2/0/0",2,通識,"五4,5",電算中心214教室,38,link,"保留新生11人; 擋修資工系電機系通訊系資管系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目擋修資工系電機系通訊系資管系；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507020,01,計算思維與程式設計Computational Thinking and Programming,范崇碩,"2
            2/0/0",2,通識,"二4,5",電算中心215教室,40,link,"保留新生11人; 擋修資工系電機系機械系通訊系會資系資管系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507022,01,機器人探索與應用Robotic Exploration and Applications,范崇碩,"2
            2/0/0",2,通識,"一4,5",共同教室大樓302TEAL教室,40,link,"保留新生11人; 擋修資工系電機系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,自然科學與技術,7507026,01,生活中的資料科學Data Science in Real Life,鍾峰宜,"2
            2/0/0",2,通識,"四8,9",電算中心216教室,40,link,"保留新生11人; 擋修資工系電機系通訊系會資系資管系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507030,01,無人機探索與應用Drone Exploration and Application,范崇碩,"2
            2/0/0",2,通識,"四8,9",電算中心217教室,30,link,"保留新生16人; 擋修電機系通訊系. ,列入數位科技跨領域微學程科目受限於無人機飛行場地及備設因素，本課程不開放加簽及旁聽；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507031,01,深度學習在人工智慧的應用Applications of Deep Learning in Artificial Intelligence,蘇淵源,"2
            2/0/0",2,通識,"二10,11",電算中心215教室,40,link,"保留新生11人; 擋修資工系電機系會資系資管系. ,列入人工智慧跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507032,01,生成式人工智慧應用實務The Generative AI Practical and Applications,簡廷軒,"2
            2/0/0",2,通識,"三8,9",電算中心216教室,40,link,保留新生11人; 擋修資工系電機系通訊系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
